ID,Name,Date_of_birth,Age,Gender,Race,Location,country,edu,No_Connection,Year_of_Exp,No_of_Job_changed,No_of_titles,Current_Title,Title_Level,Previous_Title1,Title_Level1,Previous_Title2,Title_Level2,Previous_Title3,Title_Level3,Previous_Title4,Title_Level4,Previous_Title5,Title_Level5,Current_Salary,Fortune500,SuccessScore
382,Jani Carroll,12/7/79,37,Male,Hispanic,WA,USA,Associate,412,17,5,5,Senior Systems Analyst,4,Programmer Analyst III,3,Advisory Engineer,3,Dev Team leader,3,Business Analyst,3,NA,NA,230205,1,5585.762946
383,Gus Jacobson,8/18/65,52,Male,Caucasian,MI,USA,Graduate,389,28,5,4,"Director, Web Development",5,Senior Consulting Associate,4,R&D Intern,1,Intern,1,NA,NA,NA,NA,180876,0,3974.485173
384,Del Hane,10/11/59,58,Female,Hispanic,ME,USA,Associate,338,38,3,5,IT Analyst,3,Web analyst,3,Technology Business Analyst,3,Security Analyst,3,Product Analyst,3,NA,NA,207332,0,3563.331534
385,Darwin Sauer,11/9/59,57,Male,Native American,HI,USA,Graduate,418,33,12,6,Senior Solutions Engineer,4,sr engagement associate,4,Summer Intern,1,Internal Help Desk,1,Software Engineering Intern,1,Business Analytics Intern,1,180011,1,3625.846123
386,Dannielle Jaskolski,7/11/56,61,Male,Asian,NE,USA,Undergraduate,484,39,10,4,Senior Python developer,4,Senior System Administrator,4,Team Lead,3,Devops team lead,3,NA,NA,NA,NA,196071,0,3388.085721
387,Lindy Yost,6/17/76,41,Female,Caucasian,LA,USA,Doctorate,482,8,3,2,Senior Software Egnineer,4,Senior Web Engineer,4,NA,NA,NA,NA,NA,NA,NA,NA,180792,0,5040.810463
388,Hong Schuppe,5/19/91,26,Male,Native American,MO,USA,Graduate,450,2,1,5,Senior Software Egnineer,4,Business Analytics Intern,1,Student Worker,1,Software Engineering Intern,1,Student Intern Co-op,1,NA,NA,192223,0,7948.970346
389,Merle Waters,7/10/68,49,Male,Asian,AL,USA,Undergraduate,348,27,1,4,Sr. Java Developer,4,Senior IOS Engineer,4,Application Development Analyst,3,Advisory Engineer,3,NA,NA,NA,NA,191171,1,4217.821
390,Odell Nienow,9/5/83,34,Female,African American,NV,USA,Associate,306,14,2,4,Second Line Support Analyst,3,Junior Developer,3,Business Analyst,3,Product Analyst,3,NA,NA,NA,NA,205850,1,6078.624382
391,Cassie Kuvalis,5/16/84,33,Female,Native American,AK,USA,Graduate,421,9,3,5,Senior Solutions Engineer,4,Devops team lead,3,Student Worker,1,Data Science Intern,1,Student Intern Co-op,1,NA,NA,258855,0,6262.825121
392,Dorian Konopelski,6/8/86,31,Male,African American,FL,USA,Graduate,437,7,3,1,Advisory Engineer,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68811,0,6666.878355
393,Bruce Terry,10/9/90,27,Female,Native American,DC,USA,Undergraduate,499,5,3,2,Network Field Engineer Sr.,4,Analyst,3,NA,NA,NA,NA,NA,NA,NA,NA,127496,1,7654.564037
394,Carl Becker,9/18/60,57,Female,Asian,OH,USA,Undergraduate,452,35,2,6,Senior software engineer,4,Web analyst,3,HR Analyst,3,Web analyst,3,Web analyst,3,Online Marketing Analyst,3,186231,1,3625.846123
395,Lettie Weber,9/26/71,46,Female,Hispanic,MO,USA,Undergraduate,492,24,1,4,Director of DevOps,5,Software analyst,3,Operations Analyst,3,Second Line Support Analyst,3,NA,NA,NA,NA,185016,1,4492.896283
396,Brain Blanda,8/30/88,29,Male,Hispanic,LA,USA,Associate,378,9,2,4,Product Development Business Analyst,3,IT Support Technician III,2,Developer / System Analyst,3,System Analyst,3,NA,NA,NA,NA,204241,0,7126.663069
397,Sylvester Donnelly,9/23/70,47,Female,African American,AR,USA,Undergraduate,386,25,1,6,Sr. Software Developer,4,Senior Security Researcher,4,Team Lead,3,Dev Team leader,3,Devops team lead,3,Junior Developer,3,203541,0,4397.302745
398,Zachariah Rogahn,8/25/83,34,Female,African American,NC,USA,Doctorate,424,1,1,1,"Senior Designer, UX",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200551,1,6078.624382
399,Johna Rempel,8/8/89,28,Male,Asian,ND,USA,Graduate,495,4,1,2,Application Analyst,3,Programmer Analyst I,3,NA,NA,NA,NA,NA,NA,NA,NA,132311,1,7381.18675
400,Ona Spinka,9/8/65,52,Male,Hispanic,MN,USA,Associate,382,32,2,6,Senior consultant,4,Senior Data Scientist,4,IT Analyst I,3,Application Development Analyst,3,"Lead DevOps Engineer, Team Lead",3,Advisory Engineer,3,110160,1,3974.485173
401,Kari Bernier,10/17/58,59,Female,Hispanic,AK,USA,Associate,349,39,7,4,Software analyst,3,Business Analyst,3,Analyst (Technology),3,Operations Analyst,3,NA,NA,NA,NA,193467,0,3502.936085
402,Sheldon Ward,6/21/72,45,Male,Hispanic,MT,USA,Undergraduate,321,23,1,5,SR. Software Consultant,4,Senior Software Engineer,4,Security Analyst,3,Team Lead,3,Security Analyst,3,NA,NA,301475,0,4592.738422
403,Rosanne Nienow,11/11/65,51,Male,Asian,RI,USA,Associate,312,31,10,6,Technical Lead/Senior Dev,4,Sr. Ops Analyst,4,Software Engineer / Team Lead,3,Security Analyst,3,Technology Business Analyst,3,information technology analyst,3,192583,0,4052.416255
404,Lina Ferry,1/26/65,52,Female,Native American,SD,USA,Graduate,477,28,9,4,IT Director,5,General Manager,4,Intern,1,Intern,1,NA,NA,NA,NA,282148,0,3974.485173
405,Fritz Pfeffer,3/4/72,45,Male,Hispanic,MS,USA,Graduate,374,21,1,5,Sr Technology consultant,4,Senior Front-end/Full-stack developer,4,Developer Intern,1,Research Intern,1,Internal Help Desk,1,NA,NA,189241,0,4592.738422
406,Ross Hintz,7/17/71,46,Female,Hispanic,WI,USA,Associate,306,26,1,6,Senior web developer,4,Software analyst,3,Technology Business Analyst,3,Programmer Analyst III,3,Online Marketing Analyst,3,Product Analyst,3,136522,0,4492.896283
407,Ulysses Trantow,9/20/90,27,Male,Asian,PA,USA,Graduate,391,3,1,1,Senior Sales Consultant,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108346,1,7654.564037
408,Dante Rempel,10/11/65,52,Female,African American,DE,USA,Undergraduate,428,30,7,5,Senior Mobile Developer,4,Senior Sales Consultant,4,Data Analyst,3,Analyst programmer iii,3,Software Engineer / Team Lead,3,NA,NA,199700,1,3974.485173
409,Sonia Ziemann,9/13/72,45,Male,Native American,NV,USA,Associate,387,25,1,6,Senior System Administrator,4,Sr. Product Manager,4,Software analyst,3,Analyst programmer iii,3,Analyst (Technology),3,System Analyst III,3,193017,0,4592.738422
410,Justin Jakubowski,3/14/67,50,Male,Asian,MN,USA,Graduate,494,26,12,4,Senior Computer Engineer,4,Senior IT Analyst,4,Student Worker,1,Web Development Intern,1,NA,NA,NA,NA,208048,1,4133.46458
411,Ignacio Tillman,11/4/76,41,Male,Hispanic,NY,USA,Graduate,322,17,1,4,Sr Consultant (software  engineer),4,sr engagement associate,4,Product Management Intern,1,Student Worker,1,NA,NA,NA,NA,213955,0,5040.810463
412,Cortez Farrell,4/29/69,48,Female,African American,MS,USA,Associate,322,28,7,6,Sr. Ops Analyst,4,Sr Principal Software Dev Engineer,4,Product Analyst,3,Application Development Analyst,3,Web analyst,3,Programmer/Analyst,3,203627,1,4305.692271
413,Bo Mayer,10/5/54,63,Male,Asian,VT,USA,Graduate,479,39,5,4,Senior Software Development Engineer,4,Senior software developer,4,Developer Intern,1,Intern,1,NA,NA,NA,NA,202398,1,3280.527444
414,Nicolas Mohr,4/22/79,38,Female,Native American,CO,USA,Graduate,470,14,1,4,Director of Business Development,5,Director of Software Development,5,Information Systems Intern,1,Intern,1,NA,NA,NA,NA,205250,1,5438.769184
415,Fred Morar,12/10/82,34,Female,African American,AZ,USA,Doctorate,468,1,1,1,Sr. Software Engineer - Automation,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202069,0,6078.624382
416,Nathaniel Heaney,10/23/86,31,Male,Hispanic,SC,USA,Graduate,488,7,3,1,Technology Business Analyst,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206336,1,6666.878355
417,Ernesto Goodwin,8/14/64,53,Male,Asian,MA,USA,Graduate,311,29,11,5,Senior Interactive Developer,4,Sr Consultant (software  engineer),4,Product Management Intern,1,Summer Intern,1,Summer Intern,1,NA,NA,212226,0,3899.494887
418,Hassan Daniel,10/4/92,25,Male,Asian,KS,USA,Graduate,468,1,1,1,Marketing Director,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201420,0,8266.92916
419,Ludivina O'Reilly,3/3/78,39,Male,Asian,MT,USA,Graduate,418,15,3,3,Sr Full-Stack Develop,4,Senior Software Egnineer,4,Summer Intern,1,NA,NA,NA,NA,NA,NA,204224,0,5299.313564
420,Guy Bartoletti,3/17/78,39,Male,African American,ID,USA,Doctorate,437,6,1,2,System Analyst III,3,Dev Team leader,3,NA,NA,NA,NA,NA,NA,NA,NA,182399,1,5299.313564
421,Marvella Dickens,6/13/64,53,Female,Native American,AR,USA,Associate,383,33,10,6,Senior IOS Engineer,4,Senior DevOps Engineer,4,System Analyst,3,Development Team Lead,3,Product Analyst,3,IT Analyst,3,187697,1,3899.494887
422,Alline Gaylord,9/10/58,59,Male,Caucasian,MN,USA,Graduate,331,35,12,4,Senior Python developer,4,Sr. Software Engineer - Automation,4,Student Intern Co-op,1,Research Intern,1,NA,NA,NA,NA,185740,1,3502.936085
423,Aura Kozey,5/31/60,57,Male,Native American,TX,USA,Associate,341,37,6,5,Senior Java Developer,4,Data Analyst,3,"Lead DevOps Engineer, Team Lead",3,Programmer Analyst,3,Developer Analyst,3,NA,NA,197557,0,3625.846123
424,Jacob Hyatt,8/29/65,52,Male,Caucasian,DE,USA,Undergraduate,434,30,10,6,Senior Graphic Designer,4,Senior Consulting Associate,4,System Analyst,3,Software analyst,3,Analyst programmer iii,3,Analyst (Technology),3,180549,1,3974.485173
425,Hiram Trantow,12/3/67,49,Female,African American,IN,USA,Doctorate,364,16,2,3,Senior Software Egnineer,4,information technology analyst,3,Developer Intern,1,NA,NA,NA,NA,NA,NA,194690,0,4217.821
426,Byron Ruecker,5/8/60,57,Male,Caucasian,KY,USA,Graduate,408,33,9,5,Engineering Director,5,"Product Specialist, Sr",4,Intern,1,Developer Intern,1,Information Systems Intern,1,NA,NA,184035,0,3625.846123
427,Blaine Vandervort,7/15/58,59,Female,Native American,SD,USA,Undergraduate,407,37,2,6,Senior Network Engineer,4,Sr Software Developer,4,IT Analyst,3,Developer / System Analyst,3,Database Analyst,3,UI team lead,3,184008,1,3502.936085
428,Russ Jacobs,9/17/83,34,Female,Native American,RI,USA,Undergraduate,374,12,3,3,Senior Performance Engineer II,4,senior solution architect,4,Junior Developer,3,NA,NA,NA,NA,NA,NA,201972,0,6078.624382
429,Tyree Kuhlman,5/9/59,58,Female,African American,AL,USA,Doctorate,304,25,1,5,Sr. Security Engineer,4,Senior Team Lead,4,Student Worker,1,Intern,1,R&D Intern,1,NA,NA,207155,0,3563.331534
430,Fonda Haley,11/1/59,58,Female,Hispanic,UT,USA,Associate,317,38,7,6,Software Business Operations Analyst,3,Business systems analyst,3,Technology Business Analyst,3,Dev Team leader,3,Advisory Engineer,3,Product Development Business Analyst,3,187817,0,3563.331534
431,Kory Kshlerin,8/24/67,50,Male,Native American,ND,USA,Doctorate,483,17,4,3,Senior Grails Developer,4,Sr Consultant (software  engineer),4,Intern,1,NA,NA,NA,NA,NA,NA,206088,0,4133.46458
432,Shawn Kuvalis,9/2/65,52,Male,Caucasian,ME,USA,Doctorate,440,19,1,4,Senior Solutions Engineer,4,Business systems analyst,3,Software Engineer Intern,1,Student Worker,1,NA,NA,NA,NA,193430,1,3974.485173
433,Burl Welch,1/3/90,27,Male,Hispanic,IL,USA,Graduate,388,3,1,3,Senior Team Lead,4,Senior full stack developer,4,Business Analytics Intern,1,NA,NA,NA,NA,NA,NA,209113,0,7654.564037
434,Hyacinth Streich,8/30/62,55,Male,Caucasian,MS,USA,Graduate,391,31,1,4,Senior Team Lead,4,Senior Android Developer,4,R&D Intern,1,Data Science Intern,1,NA,NA,NA,NA,201268,0,3757.695073
435,Cara Hermiston,3/27/68,49,Male,Caucasian,LA,USA,Associate,305,29,9,5,Senior Software QA Engineer,4,Product Development Business Analyst,3,Database Analyst,3,UI team lead,3,Application Development Analyst,3,NA,NA,208432,0,4217.821
436,Delmer Bahringer,2/15/76,41,Male,Asian,CA,USA,Doctorate,341,8,1,3,Senior Systems Analyst,4,Sr. Staff Engineer,4,Data Science Intern,1,NA,NA,NA,NA,NA,NA,215282,0,5040.810463
437,Suanne Boehm,8/26/90,27,Male,Native American,MA,USA,Undergraduate,444,5,1,1,Sr. Software Engineer - Automation,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120327,1,7654.564037
438,Luciano Bauch,12/17/74,42,Male,Hispanic,ME,USA,Doctorate,461,9,2,4,Director of Growth Marketing,5,Director of Business Development,5,Data Science Intern,1,R&D Intern,1,NA,NA,NA,NA,200769,0,4920.791167
439,Stephanie Klein,1/9/54,63,Male,African American,VA,USA,Graduate,437,39,4,6,Senior iOS Developer,4,Senior System Engineer,4,Research Intern,1,Web Development Intern,1,Intern,1,Software Engineering Intern,1,304064,1,3280.527444
440,Dalton Weber,6/18/92,25,Female,Native American,SD,USA,Undergraduate,489,3,1,1,Senior iOS Engineer,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208355,1,8266.92916
441,Anya Rohan,11/3/88,29,Female,Caucasian,DC,USA,Undergraduate,473,7,2,2,Senior Expert,4,Application Development Analyst,3,NA,NA,NA,NA,NA,NA,NA,NA,184515,1,7126.663069
442,Huey Stoltenberg,10/15/68,49,Female,African American,PA,USA,Doctorate,379,16,2,5,Sr. Software Engineer - Automation,4,Senior Performance Engineer II,4,Information Systems Intern,1,Business Analytics Intern,1,Software Engineer Intern,1,NA,NA,184645,1,4217.821
443,Ghislaine Eichmann,5/15/79,38,Female,African American,WY,USA,Associate,441,18,1,3,Programmer/Analyst,3,Second Line Support Analyst,3,Development Team Lead,3,NA,NA,NA,NA,NA,NA,198954,1,5438.769184
444,Harriett Nienow,2/13/58,59,Male,Hispanic,KY,USA,Associate,489,39,2,5,Manager / ProductOwner,6,Senior DBA (MSSQL),4,Development Team Lead,3,Data Analyst,3,Web analyst,3,NA,NA,201479,0,3502.936085
445,Theodora Prosacco,8/4/83,34,Male,Caucasian,IN,USA,Undergraduate,352,12,2,5,Director Digital Marketing,5,System Analyst,3,"Lead DevOps Engineer, Team Lead",3,Product Analyst,3,Product Development Business Analyst,3,NA,NA,200950,1,6078.624382
446,Benita Bahringer,12/18/65,51,Female,Caucasian,NM,USA,Undergraduate,446,29,2,4,Senior Front-end/Full-stack developer,4,Programmer Analyst I,3,data mining analyst,3,Product Analyst,3,NA,NA,NA,NA,184112,1,4052.416255
447,Lanita Kub,6/28/89,28,Female,African American,ME,USA,Graduate,320,4,1,2,Sr. Software Engineer,4,Analyst (Technology),3,NA,NA,NA,NA,NA,NA,NA,NA,197493,0,7381.18675
448,Tuan Hayes,6/26/74,43,Male,Asian,UT,USA,Doctorate,435,10,2,5,Director of Data Analytics,5,Sr software architect,4,Business Analytics Intern,1,Software Engineering Intern,1,Summer Intern,1,NA,NA,198839,0,4806.354163
449,Meagan Hegmann,7/21/83,34,Female,African American,PA,USA,Undergraduate,392,12,4,3,Sr. Frontend Eng,4,Sr software architect,4,Devops team lead,3,NA,NA,NA,NA,NA,NA,181423,1,6078.624382
450,Roland Shields,9/20/91,26,Female,Caucasian,IA,USA,Associate,317,6,1,2,Data analyst,3,Programmer Analyst III,3,NA,NA,NA,NA,NA,NA,NA,NA,62233,1,7948.970346
451,Burt Stanton,12/2/87,29,Male,Native American,ID,USA,Graduate,437,5,3,3,Senior Technical Consultant,4,Analyst,3,Student Intern Co-op,1,NA,NA,NA,NA,NA,NA,208379,0,7126.663069
452,Modesta Romaguera,3/20/73,44,Male,Asian,MA,USA,Doctorate,413,11,2,3,Sr Full-Stack Develop,4,Sr Consultant (software  engineer),4,Web Development Intern,1,NA,NA,NA,NA,NA,NA,310687,1,4697.118841
453,Ignacio Kovacek,11/27/70,46,Female,African American,AK,USA,Undergraduate,375,24,1,5,Senior Interactive Developer,4,Analyst programmer iii,3,Web analyst,3,Application Analyst,3,Junior Developer,3,NA,NA,192810,1,4492.896283
454,Jared Paucek,6/12/77,40,Male,Asian,NV,USA,Undergraduate,357,18,5,5,Senior System Administrator,4,Technical Lead/Senior Dev,4,Security Analyst,3,Advisory Engineer,3,UI team lead,3,NA,NA,201594,1,5166.830725
455,Milan Hermiston,6/2/66,51,Male,Native American,NC,USA,Graduate,398,27,10,4,Director of Engineering,5,Senior Team Lead,4,Business Analytics Intern,1,Student Worker,1,NA,NA,NA,NA,194233,0,4052.416255
456,Loria Bartell,9/13/74,43,Male,Hispanic,AL,USA,Undergraduate,478,21,1,5,Director of Product,5,Programmer/Analyst,3,Programmer Analyst I,3,Programmer Analyst,3,data analyst,3,NA,NA,204592,1,4806.354163
457,Malia Moen,10/25/91,26,Male,Asian,WI,USA,Undergraduate,447,4,1,3,Senior PM,4,Programmer Analyst I,3,System Analyst,3,NA,NA,NA,NA,NA,NA,189869,1,7948.970346
458,Newton Reilly,9/16/90,27,Female,Hispanic,KS,USA,Associate,352,7,2,1,Graduate Student / Research Assistant,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136625,0,7654.564037
459,Ursula Mraz,8/24/80,37,Female,Asian,IL,USA,Graduate,384,13,3,4,Executive Director of User Experience,5,Senior Editor,4,Data Science Intern,1,Developer Intern,1,NA,NA,NA,NA,243004,0,5585.762946
460,Jenise Stoltenberg,4/12/64,53,Female,African American,CA,USA,Graduate,485,29,1,6,Senior iOS Engineer,4,Senior Technical Consultant,4,Intern,1,Product Management Intern,1,Research Intern,1,R&D Intern,1,244349,0,3899.494887
461,Maryann Hyatt,6/16/54,63,Male,Asian,DE,USA,Undergraduate,308,41,3,4,Director of Engineering,5,Analyst,3,Online Marketing Analyst,3,Programmer/Analyst,3,NA,NA,NA,NA,206107,0,3280.527444
462,Danette Bogan,4/13/54,63,Female,Native American,CT,USA,Graduate,465,39,2,5,Sr. Software Engineer Test,4,Senior Full Stack Engineer,4,R&D Intern,1,Summer Intern,1,Research Intern,1,NA,NA,188832,1,3280.527444
463,Bryant Spinka,12/21/87,29,Female,Hispanic,SD,USA,Associate,362,9,3,5,Senior Solutions Engineer,4,Senior Web Developer,4,Team Lead,3,Business systems analyst,3,Second Line Support Analyst,3,NA,NA,180594,1,7126.663069
464,Elaina Wehner,8/20/85,32,Female,African American,WY,USA,Graduate,380,8,3,1,Senior consultant,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186793,1,6458.538406
465,Victor Baumbach,1/28/61,56,Female,African American,IA,USA,Graduate,453,32,11,5,Senior Data Analyst,4,Senior User Experience Consultant,4,Software Engineering Intern,1,Internal Help Desk,1,Student Worker,1,NA,NA,185344,1,3690.593375
466,Bernard Medhurst,9/6/92,25,Female,African American,NY,USA,Associate,365,5,3,3,Programmer Analyst III,3,Developer Analyst,3,Online Marketing Analyst,3,NA,NA,NA,NA,NA,NA,154661,0,8266.92916
467,Kacey Medhurst,7/31/65,52,Male,Asian,WV,USA,Graduate,360,28,9,4,Senior System Administrator,4,Senior Business Analyst,4,Research Intern,1,Internal Help Desk,1,NA,NA,NA,NA,203465,1,3974.485173
468,Elmer Jacobi,8/13/62,55,Female,Hispanic,TN,USA,Graduate,375,31,9,5,Senior Applications Developer,4,Senior Expert,4,Data Science Intern,1,Student Worker,1,Summer Intern,1,NA,NA,185887,1,3757.695073
469,Alta Olson,11/10/90,26,Female,Hispanic,IL,USA,Graduate,358,2,1,6,Senior UX Engineer,4,Information Systems Intern,1,Student Worker,1,Research Intern,1,R&D Intern,1,Intern,1,249111,0,7948.970346
470,Maragret Bruen,5/12/80,37,Male,Hispanic,MO,USA,Undergraduate,439,15,3,3,Senior software developer,4,Senior User Experience Consultant,4,Developer / System Analyst,3,NA,NA,NA,NA,NA,NA,303229,0,5585.762946
471,Randolph Sanford,7/7/72,45,Male,Asian,WY,USA,Undergraduate,403,23,1,5,Senior Application Developer,4,Senior Software Egnineer,4,Programmer Analyst I,3,Software analyst,3,Developer Analyst,3,NA,NA,181409,0,4592.738422
472,Harriet DuBuque,8/6/79,38,Female,Caucasian,MS,USA,Graduate,445,14,1,5,Director of Product Engineering,5,Director of Infrastructure,5,Summer Intern,1,Intern,1,Information Systems Intern,1,NA,NA,205155,1,5438.769184
473,Ambrose Jacobson,9/1/90,27,Female,Asian,ME,USA,Graduate,323,3,1,1,Senior full stack developer,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204615,0,7654.564037
474,Gaylord Bailey,3/23/82,35,Male,African American,NH,USA,Associate,398,15,5,4,"Senior Manager, Delivery",4,Sr. Software Engineer Test,4,Software Business Operations Analyst,3,Data Analyst,3,NA,NA,NA,NA,191566,1,5904.9494
475,Hilton Barrows,7/14/68,49,Male,Caucasian,OK,USA,Undergraduate,487,27,8,6,Senior Gentoo Installation Specialist,4,Senior software engineer,4,Devops team lead,3,Team Lead,3,Business Analyst,3,Development Team Lead,3,208138,1,4217.821
476,Jackson O'Conner,6/14/85,32,Male,Asian,OR,USA,Undergraduate,430,10,4,3,Director of DevOps,5,Software Engineer / Team Lead,3,Business Analyst,3,NA,NA,NA,NA,NA,NA,202005,1,6458.538406
477,Lianne Quigley,2/15/71,46,Male,Native American,NM,USA,Associate,485,26,6,5,Sr Full-Stack Develop,4,"Senior Designer, UX",4,Data Analyst,3,Software analyst,3,Software Business Operations Analyst,3,NA,NA,184897,0,4492.896283
478,Loreen Hauck,12/10/55,61,Male,Caucasian,OH,USA,Doctorate,453,28,12,6,Senior DevOps,4,Senior Manager IT,4,Web Development Intern,1,Software Engineering Intern,1,Intern,1,Data Science Intern,1,186098,0,3388.085721
479,Shelley Schuppe,9/22/90,27,Female,Caucasian,HI,USA,Graduate,300,3,1,1,Senior System Engineer,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202889,1,7654.564037
480,Assunta Johnson,3/28/65,52,Male,Caucasian,CT,USA,Undergraduate,338,30,10,5,Sr. Software Engineer,4,Senior Graphic Designer,4,IT Analyst,3,data mining analyst,3,Analyst (Technology),3,NA,NA,262036,0,3974.485173
481,Robbie Gottlieb,8/18/53,64,Male,African American,IN,USA,Undergraduate,316,42,4,6,Senior PHP Developer,4,Sr. Software Engineer Test,4,System Analyst III,3,Product Development Business Analyst,3,Business systems analyst,3,Software analyst,3,290676,1,3229.269203
